SAMPLE NAME	HGNC ID	GENE NAME	PROCESS	LOG2FOLD	P-VALUE
Met_vs_Placebo_RA_user	CYB5B	cytochrome b5 type B	Metabolism of Vitamins & Co-Factors	0.341917	0.0115265
Met_vs_Placebo_RA_user	MMAA	metabolism of cobalamin associated A	Metabolism of Vitamins & Co-Factors	0.0386156	0.89495
Met_vs_Placebo_RA_user	MMAB	metabolism of cobalamin associated B	Metabolism of Vitamins & Co-Factors	-0.0198902	0.944696
Met_vs_Placebo_RA_user	MMADHC	metabolism of cobalamin associated D	Metabolism of Vitamins & Co-Factors	-0.138968	0.144157
Met_vs_Placebo_RA_user	NAXD	NAD(P)HX dehydratase	Metabolism of Vitamins & Co-Factors	-0.106858	0.183775
Met_vs_Placebo_RA_user	NAXE	NAD(P)HX epimerase	Metabolism of Vitamins & Co-Factors	-0.350049	0.000122195
Met_vs_Placebo_RA_user	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	Metabolism of Vitamins & Co-Factors	-0.131096	0.260735
Met_vs_Placebo_RA_user	PANK2	pantothenate kinase 2	Metabolism of Vitamins & Co-Factors	-0.0775593	0.620278
Met_vs_Placebo_RA_user	RDH13	retinol dehydrogenase 13	Metabolism of Vitamins & Co-Factors	-0.190195	0.267934
Met_vs_Placebo_RA_user	SLC22A4	solute carrier family 22 member 4	Mitochondrial Carrier	1.15317	0.0000790502
Met_vs_Placebo_RA_user	SLC25A10	solute carrier family 25 member 10	Mitochondrial Carrier	-0.409187	0.0124001
Met_vs_Placebo_RA_user	SLC25A11	solute carrier family 25 member 11	Mitochondrial Carrier	-0.20371	0.00192498
Met_vs_Placebo_RA_user	SLC25A14	solute carrier family 25 member 14	Mitochondrial Carrier	-0.644718	0.0197259
Met_vs_Placebo_RA_user	SLC25A16	solute carrier family 25 member 16	Mitochondrial Carrier	0.251085	0.195764
Met_vs_Placebo_RA_user	SLC25A19	solute carrier family 25 member 19	Mitochondrial Carrier	-0.0377576	0.858142
Met_vs_Placebo_RA_user	SLC25A20	solute carrier family 25 member 20	Mitochondrial Carrier	-0.114906	0.481785
Met_vs_Placebo_RA_user	SLC25A21	solute carrier family 25 member 21	Mitochondrial Carrier	-0.105487	0.622218
Met_vs_Placebo_RA_user	SLC25A23	solute carrier family 25 member 23	Mitochondrial Carrier	-0.135356	0.350966
Met_vs_Placebo_RA_user	SLC25A24	solute carrier family 25 member 24	Mitochondrial Carrier	0.306212	0.018573
Met_vs_Placebo_RA_user	SLC25A25	solute carrier family 25 member 25	Mitochondrial Carrier	-0.189145	0.551346
Met_vs_Placebo_RA_user	SLC25A26	solute carrier family 25 member 26	Mitochondrial Carrier	-0.252013	0.0213297
Met_vs_Placebo_RA_user	SLC25A27	solute carrier family 25 member 27	Mitochondrial Carrier	0.324235	0.0564776
Met_vs_Placebo_RA_user	SLC25A29	solute carrier family 25 member 29	Mitochondrial Carrier	0.0114348	0.959992
Met_vs_Placebo_RA_user	SLC25A3	solute carrier family 25 member 3	Mitochondrial Carrier	-0.134146	0.0268365
Met_vs_Placebo_RA_user	SLC25A30	solute carrier family 25 member 30	Mitochondrial Carrier	0.0978603	0.450786
Met_vs_Placebo_RA_user	SLC25A33	solute carrier family 25 member 33	Mitochondrial Carrier	-0.39609	0.0108672
Met_vs_Placebo_RA_user	SLC25A34	solute carrier family 25 member 34	Mitochondrial Carrier	0.0103275	0.97221
Met_vs_Placebo_RA_user	SLC25A36	solute carrier family 25 member 36	Mitochondrial Carrier	0.454642	0.00120652
Met_vs_Placebo_RA_user	SLC25A38	solute carrier family 25 member 38	Mitochondrial Carrier	-0.396907	0.000819776
Met_vs_Placebo_RA_user	SLC25A39	solute carrier family 25 member 39	Mitochondrial Carrier	-0.233754	0.0104641
Met_vs_Placebo_RA_user	SLC25A40	solute carrier family 25 member 40	Mitochondrial Carrier	0.0234143	0.902863
Met_vs_Placebo_RA_user	SLC25A42	solute carrier family 25 member 42	Mitochondrial Carrier	-0.0529178	0.811666
Met_vs_Placebo_RA_user	SLC25A44	solute carrier family 25 member 44	Mitochondrial Carrier	0.189081	0.0263404
Met_vs_Placebo_RA_user	SLC25A47	solute carrier family 25 member 47	Mitochondrial Carrier	-0.259795	0.428683
Met_vs_Placebo_RA_user	SLC27A1	solute carrier family 27 member 1	Mitochondrial Carrier	-0.119079	0.19087
Met_vs_Placebo_RA_user	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	Mitochondrial Carrier	0.164946	0.342646
Met_vs_Placebo_RA_user	SLC3A1	solute carrier family 3 member 1	Mitochondrial Carrier	0.647415	0.0259312
Met_vs_Placebo_RA_user	SLC44A1	solute carrier family 44 member 1	Mitochondrial Carrier	0.494512	0.0288916
Met_vs_Placebo_RA_user	UCP2	uncoupling protein 2	Mitochondrial Carrier	-0.774215	0.0221718
Met_vs_Placebo_RA_user	ACTR2	actin related protein 2	Mitochondrial Dynamics	0.286789	0.0013445
Met_vs_Placebo_RA_user	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	Mitochondrial Dynamics	0.0356264	0.792886
Met_vs_Placebo_RA_user	AGTPBP1	ATP/GTP binding protein 1	Mitochondrial Dynamics	0.215535	0.131163
Met_vs_Placebo_RA_user	APOO	apolipoprotein O	Mitochondrial Dynamics	-0.275883	0.0110473
Met_vs_Placebo_RA_user	ARPC3	actin related protein 2/3 complex subunit 3	Mitochondrial Dynamics	-0.318948	0.0308226
Met_vs_Placebo_RA_user	ARPC5	actin related protein 2/3 complex subunit 5	Mitochondrial Dynamics	-0.157754	0.438574
Met_vs_Placebo_RA_user	ATAD3A	ATPase family AAA domain containing 3A	Mitochondrial Dynamics	-0.303206	0.024574
Met_vs_Placebo_RA_user	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	Mitochondrial Dynamics	-0.441193	0.0000262088
Met_vs_Placebo_RA_user	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	Mitochondrial Dynamics	-0.153971	0.18648
Met_vs_Placebo_RA_user	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	Mitochondrial Dynamics	-0.289302	0.177879
Met_vs_Placebo_RA_user	DNM1L	dynamin 1 like	Mitochondrial Dynamics	0.15504	0.0643437
Met_vs_Placebo_RA_user	FIS1	fission, mitochondrial 1	Mitochondrial Dynamics	-0.603764	0.0000072562
Met_vs_Placebo_RA_user	FUNDC1	FUN14 domain containing 1	Mitochondrial Dynamics	0.150103	0.212588
Met_vs_Placebo_RA_user	FUNDC2	FUN14 domain containing 2	Mitochondrial Dynamics	-0.127578	0.142524
Met_vs_Placebo_RA_user	GDAP1	ganglioside induced differentiation associated protein 1	Mitochondrial Dynamics	0.395568	0.19726
Met_vs_Placebo_RA_user	IMMT	inner membrane mitochondrial protein	Mitochondrial Dynamics	0.2051	0.0613731
Met_vs_Placebo_RA_user	KIF1B	kinesin family member 1B	Mitochondrial Dynamics	0.578417	4.978e-7
Met_vs_Placebo_RA_user	KIF5B	kinesin family member 5B	Mitochondrial Dynamics	0.379178	0.000393616
Met_vs_Placebo_RA_user	LYRM1	LYR motif containing 1	Mitochondrial Dynamics	-0.00588139	0.966826
Met_vs_Placebo_RA_user	MFF	mitochondrial fission factor	Mitochondrial Dynamics	-0.110161	0.226114
Met_vs_Placebo_RA_user	MFN1	mitofusin 1	Mitochondrial Dynamics	0.266111	0.00129192
Met_vs_Placebo_RA_user	MFN2	mitofusin 2	Mitochondrial Dynamics	0.194562	0.00486176
Met_vs_Placebo_RA_user	MICOS10	mitochondrial contact site and cristae organizing system subunit 10	Mitochondrial Dynamics	-0.542561	0.000178404
Met_vs_Placebo_RA_user	MICOS13	mitochondrial contact site and cristae organizing system subunit 13	Mitochondrial Dynamics	-0.640549	0.0000076686
Met_vs_Placebo_RA_user	MIEF1	mitochondrial elongation factor 1	Mitochondrial Dynamics	-0.114931	0.257412
Met_vs_Placebo_RA_user	MIEF2	mitochondrial elongation factor 2	Mitochondrial Dynamics	-0.345648	0.00300424
Met_vs_Placebo_RA_user	MSTO1	misato mitochondrial distribution and morphology regulator 1	Mitochondrial Dynamics	-0.299513	0.0060832
Met_vs_Placebo_RA_user	MTFP1	mitochondrial fission process 1	Mitochondrial Dynamics	-0.637698	0.0000025206
Met_vs_Placebo_RA_user	MTFR1	mitochondrial fission regulator 1	Mitochondrial Dynamics	0.217225	0.226387
Met_vs_Placebo_RA_user	MTFR1L	mitochondrial fission regulator 1 like	Mitochondrial Dynamics	-0.0741975	0.297848
Met_vs_Placebo_RA_user	OMA1	OMA1 zinc metallopeptidase	Mitochondrial Dynamics	0.0224279	0.886917
Met_vs_Placebo_RA_user	OPA1	OPA1 mitochondrial dynamin like GTPase	Mitochondrial Dynamics	0.25318	0.00207567
Met_vs_Placebo_RA_user	PHB2	prohibitin 2	Mitochondrial Dynamics	-0.208516	0.192196
Met_vs_Placebo_RA_user	PKIA	cAMP-dependent protein kinase inhibitor alpha	Mitochondrial Dynamics	0.250073	0.0521728
Met_vs_Placebo_RA_user	RHOT1	ras homolog family member T1	Mitochondrial Dynamics	0.0570199	0.570582
Met_vs_Placebo_RA_user	RHOT2	ras homolog family member T2	Mitochondrial Dynamics	-0.439671	0.0798991
Met_vs_Placebo_RA_user	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	Mitochondrial Dynamics	0.449692	0.0000037661
Met_vs_Placebo_RA_user	SLC25A4	solute carrier family 25 member 4	Mitochondrial Dynamics	-0.175055	0.00945809
Met_vs_Placebo_RA_user	SLC25A46	solute carrier family 25 member 46	Mitochondrial Dynamics	0.378102	0.000258479
Met_vs_Placebo_RA_user	SLC25A5	solute carrier family 25 member 5	Mitochondrial Dynamics	-0.171069	0.175647
Met_vs_Placebo_RA_user	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin	Mitochondrial Dynamics	-0.121148	0.126208
Met_vs_Placebo_RA_user	SQSTM1	sequestosome 1	Mitochondrial Dynamics	-0.183722	0.0811918
Met_vs_Placebo_RA_user	STOML2	stomatin like 2	Mitochondrial Dynamics	-0.304391	0.000236684
Met_vs_Placebo_RA_user	SYBU	syntabulin	Mitochondrial Dynamics	0.151205	0.666366
Met_vs_Placebo_RA_user	TCAIM	T cell activation inhibitor, mitochondrial	Mitochondrial Dynamics	-0.124158	0.320745
Met_vs_Placebo_RA_user	TMEM11	transmembrane protein 11	Mitochondrial Dynamics	-0.304423	0.00195003
Met_vs_Placebo_RA_user	TRAK1	trafficking kinesin protein 1	Mitochondrial Dynamics	0.217616	0.00499912
Met_vs_Placebo_RA_user	TRAK2	trafficking kinesin protein 2	Mitochondrial Dynamics	0.746143	0.000002798
Met_vs_Placebo_RA_user	USP30	ubiquitin specific peptidase 30	Mitochondrial Dynamics	-0.0417453	0.808157
Met_vs_Placebo_RA_user	WDR81	WD repeat domain 81	Mitochondrial Dynamics	0.143442	0.336184
Met_vs_Placebo_RA_user	AKAP1	A-kinase anchoring protein 1	Mitochondrial Signaling	0.436156	0.000263057
Met_vs_Placebo_RA_user	AKAP10	A-kinase anchoring protein 10	Mitochondrial Signaling	0.363138	0.0111912
Met_vs_Placebo_RA_user	AKT1	AKT serine/threonine kinase 1	Mitochondrial Signaling	-0.0375636	0.693776
Met_vs_Placebo_RA_user	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2	Mitochondrial Signaling	-0.365138	0.000918186
Met_vs_Placebo_RA_user	GSK3B	glycogen synthase kinase 3 beta	Mitochondrial Signaling	0.778533	0.0000025298
Met_vs_Placebo_RA_user	IDE	insulin degrading enzyme	Mitochondrial Signaling	0.129286	0.119655
Met_vs_Placebo_RA_user	MAVS	mitochondrial antiviral signaling protein	Mitochondrial Signaling	-0.119535	0.182553
Met_vs_Placebo_RA_user	MTOR	mechanistic target of rapamycin kinase	Mitochondrial Signaling	0.254043	0.00434776
Met_vs_Placebo_RA_user	NLRX1	NLR family member X1	Mitochondrial Signaling	0.0539515	0.699958
Met_vs_Placebo_RA_user	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	Mitochondrial Signaling	0.0183596	0.852889
Met_vs_Placebo_RA_user	SHC1	SHC adaptor protein 1	Mitochondrial Signaling	0.00618388	0.975738
Met_vs_Placebo_RA_user	SIRT1	sirtuin 1	Mitochondrial Signaling	0.26439	0.0278486
Met_vs_Placebo_RA_user	SIRT2	sirtuin 2	Mitochondrial Signaling	-0.293043	0.000960848
Met_vs_Placebo_RA_user	SIRT3	sirtuin 3	Mitochondrial Signaling	-0.287813	0.0101041
Met_vs_Placebo_RA_user	SIRT4	sirtuin 4	Mitochondrial Signaling	0.022013	0.931869
Met_vs_Placebo_RA_user	SIRT5	sirtuin 5	Mitochondrial Signaling	-0.208536	0.0290399
Met_vs_Placebo_RA_user	SYNJ2BP	synaptojanin 2 binding protein	Mitochondrial Signaling	0.754855	4.583e-7
Met_vs_Placebo_RA_user	AMBRA1	autophagy and beclin 1 regulator 1 	Mitophagy	0.0580999	0.652251
Met_vs_Placebo_RA_user	ATG5	autophagy related 5 	Mitophagy	-0.00550584	0.967943
Met_vs_Placebo_RA_user	BECN1	beclin 1	Mitophagy	0.0904914	0.514006
Met_vs_Placebo_RA_user	CALCOCO2	calcium binding and coiled-coil domain 2 	Mitophagy	0.0504578	0.469418
Met_vs_Placebo_RA_user	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 	Mitophagy	-0.0347834	0.873261
Met_vs_Placebo_RA_user	NBR1	NBR1 autophagy cargo receptor 	Mitophagy	0.193912	0.00699054
Met_vs_Placebo_RA_user	OPTN	optineurin 	Mitophagy	0.121384	0.130065
Met_vs_Placebo_RA_user	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase 	Mitophagy	-0.108581	0.267159
Met_vs_Placebo_RA_user	PINK1	PTEN induced kinase 1 	Mitophagy	-0.0766374	0.4743
Met_vs_Placebo_RA_user	PRKN	parkin RBR E3 ubiquitin protein ligase 	Mitophagy	-0.0153001	0.902599
Met_vs_Placebo_RA_user	RAB7B	RAB7B, member RAS oncogene family 	Mitophagy	-0.688755	0.132046
Met_vs_Placebo_RA_user	RRAS2	RAS related 2 	Mitophagy	0.111855	0.458355
Met_vs_Placebo_RA_user	TAX1BP1	Tax1 binding protein 1 	Mitophagy	0.0677123	0.391376
Met_vs_Placebo_RA_user	TBC1D15	TBC1 domain family member 15 	Mitophagy	0.174173	0.20653
Met_vs_Placebo_RA_user	TBK1	TANK binding kinase 1 	Mitophagy	0.113037	0.417333
Met_vs_Placebo_RA_user	ULK1	unc-51 like autophagy activating kinase 1 	Mitophagy	-0.00811788	0.948944
Met_vs_Placebo_RA_user	USP15	ubiquitin specific peptidase 15 	Mitophagy	0.273376	0.00204774
Met_vs_Placebo_RA_user	USP8	ubiquitin specific peptidase 8 	Mitophagy	-0.128378	0.194524
Met_vs_Placebo_RA_user	ARG2	arginase 2	Nitrogen Metabolism	-0.418963	0.129031
Met_vs_Placebo_RA_user	ASL	argininosuccinate lyase	Nitrogen Metabolism	-0.205358	0.175647
Met_vs_Placebo_RA_user	CA5B	carbonic anhydrase 5B	Nitrogen Metabolism	-0.0446824	0.892093
Met_vs_Placebo_RA_user	DDAH1	dimethylarginine dimethylaminohydrolase 1	Nitrogen Metabolism	0.687522	0.000161754
Met_vs_Placebo_RA_user	OTC	ornithine carbamoyltransferase	Nitrogen Metabolism	-0.270897	0.211695
Met_vs_Placebo_RA_user	AK2	adenylate kinase 2	Nucleotide Metabolism	-0.338246	0.000393911
Met_vs_Placebo_RA_user	AK3	adenylate kinase 3	Nucleotide Metabolism	0.263827	0.00252836
Met_vs_Placebo_RA_user	AK4	adenylate kinase 4	Nucleotide Metabolism	1.20444	3.741e-7
Met_vs_Placebo_RA_user	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	Nucleotide Metabolism	-0.0339034	0.838587
Met_vs_Placebo_RA_user	DHODH	dihydroorotate dehydrogenase (quinone)	Nucleotide Metabolism	-0.0920244	0.55793
Met_vs_Placebo_RA_user	NME4	NME/NM23 nucleoside diphosphate kinase 4	Nucleotide Metabolism	0.0540501	0.654688
Met_vs_Placebo_RA_user	NME6	NME/NM23 nucleoside diphosphate kinase 6	Nucleotide Metabolism	-0.230311	0.101171
Met_vs_Placebo_RA_user	NUDT13	nudix hydrolase 13	Nucleotide Metabolism	-0.0248225	0.889276
Met_vs_Placebo_RA_user	NUDT9	nudix hydrolase 9	Nucleotide Metabolism	-0.153595	0.147006
Met_vs_Placebo_RA_user	TYMS	thymidylate synthetase	Nucleotide Metabolism	-0.291502	0.00972385
Met_vs_Placebo_RA_user	ADCK1	aarF domain containing kinase 1	Oxidative Phosphorylation	0.105091	0.503812
Met_vs_Placebo_RA_user	ATP5F1A	ATP synthase F1 subunit alpha	Oxidative Phosphorylation	-0.0992357	0.150252
Met_vs_Placebo_RA_user	ATP5F1B	ATP synthase F1 subunit beta	Oxidative Phosphorylation	-0.0721618	0.236649
Met_vs_Placebo_RA_user	ATP5F1C	ATP synthase F1 subunit gamma	Oxidative Phosphorylation	-0.255343	0.00200483
Met_vs_Placebo_RA_user	ATP5F1D	ATP synthase F1 subunit delta	Oxidative Phosphorylation	-0.477542	0.0000134726
Met_vs_Placebo_RA_user	ATP5IF1	ATP synthase inhibitory factor subunit 1	Oxidative Phosphorylation	-0.458658	0.0000214417
Met_vs_Placebo_RA_user	ATP5MC1	ATP synthase membrane subunit c locus 1	Oxidative Phosphorylation	-0.456839	0.0000026502
Met_vs_Placebo_RA_user	ATP5MC2	ATP synthase membrane subunit c locus 2	Oxidative Phosphorylation	-0.393146	0.000225626
Met_vs_Placebo_RA_user	ATP5MC3	ATP synthase membrane subunit c locus 3	Oxidative Phosphorylation	-0.314436	0.000506794
Met_vs_Placebo_RA_user	ATP5MF	ATP synthase membrane subunit f	Oxidative Phosphorylation	-0.468104	0.000133637
Met_vs_Placebo_RA_user	ATP5PB	ATP synthase peripheral stalk-membrane subunit b	Oxidative Phosphorylation	-0.274467	0.000472091
Met_vs_Placebo_RA_user	ATP5PD	ATP synthase peripheral stalk subunit d	Oxidative Phosphorylation	-0.336174	0.000508843
Met_vs_Placebo_RA_user	ATP5PO	ATP synthase peripheral stalk subunit OSCP	Oxidative Phosphorylation	-0.552385	0.0000035164
Met_vs_Placebo_RA_user	ATP6V1E1	ATPase H+ transporting V1 subunit E1	Oxidative Phosphorylation	-0.30672	0.000665778
Met_vs_Placebo_RA_user	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	Oxidative Phosphorylation	0.145335	0.0735821
Met_vs_Placebo_RA_user	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	Oxidative Phosphorylation	-0.332169	0.00439483
Met_vs_Placebo_RA_user	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone	Oxidative Phosphorylation	-0.351699	0.00506489
Met_vs_Placebo_RA_user	CISD1	CDGSH iron sulfur domain 1	Oxidative Phosphorylation	0.257924	0.00515912
Met_vs_Placebo_RA_user	CISD2	CDGSH iron sulfur domain 2	Oxidative Phosphorylation	-0.184148	0.087352
Met_vs_Placebo_RA_user	CISD3	CDGSH iron sulfur domain 3	Oxidative Phosphorylation	-0.416675	0.00196465
Met_vs_Placebo_RA_user	CMC1	C-X9-C motif containing 1	Oxidative Phosphorylation	-0.657087	0.0000060876
Met_vs_Placebo_RA_user	COA1	cytochrome c oxidase assembly factor 1 homolog	Oxidative Phosphorylation	-0.429945	0.00395158
Met_vs_Placebo_RA_user	COA4	cytochrome c oxidase assembly factor 4 homolog	Oxidative Phosphorylation	-0.226622	0.339045
Met_vs_Placebo_RA_user	COA7	cytochrome c oxidase assembly factor 7 (putative)	Oxidative Phosphorylation	-0.232819	0.0860678
Met_vs_Placebo_RA_user	COQ10A	coenzyme Q10A	Oxidative Phosphorylation	-0.21493	0.0209694
Met_vs_Placebo_RA_user	COQ10B	coenzyme Q10B	Oxidative Phosphorylation	-0.130039	0.288556
Met_vs_Placebo_RA_user	COQ8A	coenzyme Q8A	Oxidative Phosphorylation	-0.329442	0.00195622
Met_vs_Placebo_RA_user	COQ8B	coenzyme Q8B	Oxidative Phosphorylation	-0.272137	0.039784
Met_vs_Placebo_RA_user	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	Oxidative Phosphorylation	0.118795	0.493154
Met_vs_Placebo_RA_user	COX11	cytochrome c oxidase copper chaperone COX11	Oxidative Phosphorylation	0.0173649	0.896251
Met_vs_Placebo_RA_user	COX15	cytochrome c oxidase assembly homolog COX15	Oxidative Phosphorylation	0.269899	0.00176965
Met_vs_Placebo_RA_user	COX16	cytochrome c oxidase assembly factor COX16	Oxidative Phosphorylation	-0.436041	0.00117962
Met_vs_Placebo_RA_user	COX18	cytochrome c oxidase assembly factor COX18	Oxidative Phosphorylation	-0.104213	0.42875
Met_vs_Placebo_RA_user	COX20	cytochrome c oxidase assembly factor COX20	Oxidative Phosphorylation	-0.440833	0.00191932
Met_vs_Placebo_RA_user	COX4I1	cytochrome c oxidase subunit 4I1	Oxidative Phosphorylation	-0.410828	0.0000822669
Met_vs_Placebo_RA_user	COX4I2	cytochrome c oxidase subunit 4I2	Oxidative Phosphorylation	-0.280626	0.42893
Met_vs_Placebo_RA_user	COX5A	cytochrome c oxidase subunit 5A	Oxidative Phosphorylation	-0.279858	0.000862307
Met_vs_Placebo_RA_user	COX5B	cytochrome c oxidase subunit 5B	Oxidative Phosphorylation	-0.418437	0.0000955125
Met_vs_Placebo_RA_user	COX6A1	cytochrome c oxidase subunit 6A1	Oxidative Phosphorylation	-0.432809	0.000497256
Met_vs_Placebo_RA_user	COX7A1	cytochrome c oxidase subunit 7A1	Oxidative Phosphorylation	-0.452363	0.0153921
Met_vs_Placebo_RA_user	COX7A2	cytochrome c oxidase subunit 7A2	Oxidative Phosphorylation	-0.578737	0.0000405704
Met_vs_Placebo_RA_user	COX7A2L	cytochrome c oxidase subunit 7A2 like	Oxidative Phosphorylation	-0.3237	0.000683584
Met_vs_Placebo_RA_user	COX7B	cytochrome c oxidase subunit 7B	Oxidative Phosphorylation	-0.476916	0.000119912
Met_vs_Placebo_RA_user	CYC1	cytochrome c1	Oxidative Phosphorylation	-0.35975	0.0000335815
Met_vs_Placebo_RA_user	CYCS	cytochrome c, somatic	Oxidative Phosphorylation	-0.15588	0.0323225
Met_vs_Placebo_RA_user	D2HGDH	D-2-hydroxyglutarate dehydrogenase	Oxidative Phosphorylation	-0.0537579	0.739379
Met_vs_Placebo_RA_user	DMAC2	distal membrane arm assembly complex 2	Oxidative Phosphorylation	-0.157568	0.0602811
Met_vs_Placebo_RA_user	DMAC2L	distal membrane arm assembly complex 2 like	Oxidative Phosphorylation	-0.156334	0.132853
Met_vs_Placebo_RA_user	DONSON	downstream neighbor of SON	Oxidative Phosphorylation	0.0181597	0.942768
Met_vs_Placebo_RA_user	ECSIT	ECSIT signalling integrator	Oxidative Phosphorylation	-0.367744	0.0000692255
Met_vs_Placebo_RA_user	ETFA	electron transfer flavoprotein subunit alpha	Oxidative Phosphorylation	-0.260263	0.0510828
Met_vs_Placebo_RA_user	ETFB	electron transfer flavoprotein subunit beta	Oxidative Phosphorylation	-0.310924	0.00141788
Met_vs_Placebo_RA_user	ETFDH	electron transfer flavoprotein dehydrogenase	Oxidative Phosphorylation	0.369463	0.00988663
Met_vs_Placebo_RA_user	ETFRF1	electron transfer flavoprotein regulatory factor 1	Oxidative Phosphorylation	-0.101496	0.399938
Met_vs_Placebo_RA_user	FOXRED1	FAD dependent oxidoreductase domain containing 1	Oxidative Phosphorylation	-0.274715	0.00457335
Met_vs_Placebo_RA_user	GPD1	glycerol-3-phosphate dehydrogenase 1	Oxidative Phosphorylation	-0.375684	0.0235147
Met_vs_Placebo_RA_user	GPD2	glycerol-3-phosphate dehydrogenase 2	Oxidative Phosphorylation	0.543423	0.000004016
Met_vs_Placebo_RA_user	HCCS	holocytochrome c synthase	Oxidative Phosphorylation	-0.102822	0.393583
Met_vs_Placebo_RA_user	LYRM7	LYR motif containing 7	Oxidative Phosphorylation	-0.354839	0.0872699
Met_vs_Placebo_RA_user	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	Oxidative Phosphorylation	-0.182783	0.0314199
Met_vs_Placebo_RA_user	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	Oxidative Phosphorylation	-0.455484	0.0000049758
Met_vs_Placebo_RA_user	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	Oxidative Phosphorylation	-0.522354	0.0000065706
Met_vs_Placebo_RA_user	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	Oxidative Phosphorylation	-0.450807	0.00101928
Met_vs_Placebo_RA_user	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	Oxidative Phosphorylation	-0.276926	0.000725719
Met_vs_Placebo_RA_user	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	Oxidative Phosphorylation	-0.283229	0.0139852
Met_vs_Placebo_RA_user	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	Oxidative Phosphorylation	-0.160765	0.063099
Met_vs_Placebo_RA_user	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	Oxidative Phosphorylation	-0.499501	0.000115875
Met_vs_Placebo_RA_user	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	Oxidative Phosphorylation	-0.356201	0.0000348919
Met_vs_Placebo_RA_user	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	Oxidative Phosphorylation	-0.0759946	0.521156
Met_vs_Placebo_RA_user	NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5	Oxidative Phosphorylation	-0.356945	0.0454913
Met_vs_Placebo_RA_user	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6	Oxidative Phosphorylation	0.208257	0.185634
Met_vs_Placebo_RA_user	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7	Oxidative Phosphorylation	0.0211924	0.924441
Met_vs_Placebo_RA_user	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	Oxidative Phosphorylation	-0.443564	0.0000317994
Met_vs_Placebo_RA_user	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	Oxidative Phosphorylation	-0.502289	8.001e-7
Met_vs_Placebo_RA_user	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	Oxidative Phosphorylation	-0.356978	0.000345106
Met_vs_Placebo_RA_user	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	Oxidative Phosphorylation	-0.297023	0.000875146
Met_vs_Placebo_RA_user	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	Oxidative Phosphorylation	-0.318006	0.00393927
Met_vs_Placebo_RA_user	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	Oxidative Phosphorylation	-0.581772	0.000003891
Met_vs_Placebo_RA_user	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	Oxidative Phosphorylation	-0.392208	0.000460629
Met_vs_Placebo_RA_user	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	Oxidative Phosphorylation	-0.489612	0.00897429
Met_vs_Placebo_RA_user	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	Oxidative Phosphorylation	-0.389948	0.00022533
Met_vs_Placebo_RA_user	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	Oxidative Phosphorylation	0.148196	0.0375337
Met_vs_Placebo_RA_user	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	Oxidative Phosphorylation	-0.197501	0.00402477
Met_vs_Placebo_RA_user	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	Oxidative Phosphorylation	-0.379459	0.0000346035
