SAMPLE NAME	HGNC ID	GENE NAME	PROCESS	LOG2FOLD	P-VALUE
AF_vs_Sham_RA_RNA_adj_user	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	Import & Sorting	0.202687	0.359916
AF_vs_Sham_RA_RNA_adj_user	TOMM20	translocase of outer mitochondrial membrane 20	Import & Sorting	-0.0298847	0.841062
AF_vs_Sham_RA_RNA_adj_user	TOMM22	translocase of outer mitochondrial membrane 22	Import & Sorting	0.175124	0.11567
AF_vs_Sham_RA_RNA_adj_user	TOMM34	translocase of outer mitochondrial membrane 34	Import & Sorting	0.580825	0.0338697
AF_vs_Sham_RA_RNA_adj_user	TOMM40	translocase of outer mitochondrial membrane 40	Import & Sorting	0.235077	0.116033
AF_vs_Sham_RA_RNA_adj_user	TOMM40L	translocase of outer mitochondrial membrane 40 like	Import & Sorting	-0.0467296	0.775878
AF_vs_Sham_RA_RNA_adj_user	TOMM7	translocase of outer mitochondrial membrane 7	Import & Sorting	0.409641	0.0290667
AF_vs_Sham_RA_RNA_adj_user	TOMM70	translocase of outer mitochondrial membrane 70	Import & Sorting	0.0359903	0.804451
AF_vs_Sham_RA_RNA_adj_user	YME1L1	YME1 like 1 ATPase	Import & Sorting	0.141373	0.157074
AF_vs_Sham_RA_RNA_adj_user	LIAS	lipoic acid synthetase	Lipoic Acid Metabolism	0.179768	0.231712
AF_vs_Sham_RA_RNA_adj_user	LIPT1	lipoyltransferase 1	Lipoic Acid Metabolism	0.0902638	0.737298
AF_vs_Sham_RA_RNA_adj_user	LIPT2	lipoyl(octanoyl) transferase 2	Lipoic Acid Metabolism	0.423812	0.148295
AF_vs_Sham_RA_RNA_adj_user	ABCD1	ATP binding cassette subfamily D member 1	Metabolism of Lipids & Lipoproteins	-0.0957198	0.645853
AF_vs_Sham_RA_RNA_adj_user	ACACA	acetyl-CoA carboxylase alpha	Metabolism of Lipids & Lipoproteins	-0.24698	0.139219
AF_vs_Sham_RA_RNA_adj_user	ACP6	acid phosphatase 6, lysophosphatidic	Metabolism of Lipids & Lipoproteins	-0.05504	0.886772
AF_vs_Sham_RA_RNA_adj_user	ACSS3	acyl-CoA synthetase short chain family member 3	Metabolism of Lipids & Lipoproteins	-0.401692	0.0309162
AF_vs_Sham_RA_RNA_adj_user	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	Metabolism of Lipids & Lipoproteins	-0.181691	0.124033
AF_vs_Sham_RA_RNA_adj_user	CDS2	CDP-diacylglycerol synthase 2	Metabolism of Lipids & Lipoproteins	-0.45165	0.00762146
AF_vs_Sham_RA_RNA_adj_user	CYB5R1	cytochrome b5 reductase 1	Metabolism of Lipids & Lipoproteins	0.577572	0.00545053
AF_vs_Sham_RA_RNA_adj_user	CYB5R3	cytochrome b5 reductase 3	Metabolism of Lipids & Lipoproteins	0.246603	0.167595
AF_vs_Sham_RA_RNA_adj_user	CYP27A1	cytochrome P450 family 27 subfamily A member 1	Metabolism of Lipids & Lipoproteins	0.0758402	0.872442
AF_vs_Sham_RA_RNA_adj_user	FDPS	farnesyl diphosphate synthase	Metabolism of Lipids & Lipoproteins	-0.726816	0.0109033
AF_vs_Sham_RA_RNA_adj_user	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial	Metabolism of Lipids & Lipoproteins	0.182252	0.478211
AF_vs_Sham_RA_RNA_adj_user	LACTB	lactamase beta	Metabolism of Lipids & Lipoproteins	-0.0185669	0.949445
AF_vs_Sham_RA_RNA_adj_user	NUDT19	nudix hydrolase 19	Metabolism of Lipids & Lipoproteins	0.206564	0.268318
AF_vs_Sham_RA_RNA_adj_user	OPA3	OPA3 outer mitochondrial membrane lipid metabolism regulator	Metabolism of Lipids & Lipoproteins	0.148327	0.288771
AF_vs_Sham_RA_RNA_adj_user	PISD	phosphatidylserine decarboxylase	Metabolism of Lipids & Lipoproteins	-0.032471	0.892749
AF_vs_Sham_RA_RNA_adj_user	PRELID3A	PRELI domain containing 3A	Metabolism of Lipids & Lipoproteins	-0.217003	0.485435
AF_vs_Sham_RA_RNA_adj_user	PRELID3B	PRELI domain containing 3B	Metabolism of Lipids & Lipoproteins	0.188939	0.288366
AF_vs_Sham_RA_RNA_adj_user	SARDH	sarcosine dehydrogenase	Metabolism of Lipids & Lipoproteins	0.133923	0.759969
AF_vs_Sham_RA_RNA_adj_user	SERAC1	serine active site containing 1	Metabolism of Lipids & Lipoproteins	0.0266816	0.937328
AF_vs_Sham_RA_RNA_adj_user	SLC27A3	solute carrier family 27 member 3	Metabolism of Lipids & Lipoproteins	0.141636	0.816254
AF_vs_Sham_RA_RNA_adj_user	STARD7	StAR related lipid transfer domain containing 7	Metabolism of Lipids & Lipoproteins	0.14052	0.196199
AF_vs_Sham_RA_RNA_adj_user	CLYBL	citrate lyase beta like	Metabolism of Vitamins & Co-Factors	0.0365052	0.894213
AF_vs_Sham_RA_RNA_adj_user	COASY	Coenzyme A synthase	Metabolism of Vitamins & Co-Factors	0.250858	0.139627
AF_vs_Sham_RA_RNA_adj_user	CYB5A	cytochrome b5 type A	Metabolism of Vitamins & Co-Factors	-0.034716	0.882107
AF_vs_Sham_RA_RNA_adj_user	CYB5B	cytochrome b5 type B	Metabolism of Vitamins & Co-Factors	0.239378	0.302847
AF_vs_Sham_RA_RNA_adj_user	MMAA	metabolism of cobalamin associated A	Metabolism of Vitamins & Co-Factors	-0.139408	0.743294
AF_vs_Sham_RA_RNA_adj_user	MMAB	metabolism of cobalamin associated B	Metabolism of Vitamins & Co-Factors	-0.202855	0.583908
AF_vs_Sham_RA_RNA_adj_user	MMADHC	metabolism of cobalamin associated D	Metabolism of Vitamins & Co-Factors	0.0802196	0.624234
AF_vs_Sham_RA_RNA_adj_user	NAXD	NAD(P)HX dehydratase	Metabolism of Vitamins & Co-Factors	0.141889	0.249061
AF_vs_Sham_RA_RNA_adj_user	NAXE	NAD(P)HX epimerase	Metabolism of Vitamins & Co-Factors	0.186861	0.167131
AF_vs_Sham_RA_RNA_adj_user	NMNAT3	nicotinamide nucleotide adenylyltransferase 3	Metabolism of Vitamins & Co-Factors	0.493425	0.00443341
AF_vs_Sham_RA_RNA_adj_user	PANK2	pantothenate kinase 2	Metabolism of Vitamins & Co-Factors	-0.456405	0.0185795
AF_vs_Sham_RA_RNA_adj_user	RDH13	retinol dehydrogenase 13	Metabolism of Vitamins & Co-Factors	0.280824	0.290514
AF_vs_Sham_RA_RNA_adj_user	SLC22A4	solute carrier family 22 member 4	Mitochondrial Carrier	-0.0937191	0.875663
AF_vs_Sham_RA_RNA_adj_user	SLC25A10	solute carrier family 25 member 10	Mitochondrial Carrier	0.492529	0.0530683
AF_vs_Sham_RA_RNA_adj_user	SLC25A11	solute carrier family 25 member 11	Mitochondrial Carrier	0.0383198	0.753701
AF_vs_Sham_RA_RNA_adj_user	SLC25A14	solute carrier family 25 member 14	Mitochondrial Carrier	0.127331	0.805479
AF_vs_Sham_RA_RNA_adj_user	SLC25A16	solute carrier family 25 member 16	Mitochondrial Carrier	-0.303525	0.298314
AF_vs_Sham_RA_RNA_adj_user	SLC25A19	solute carrier family 25 member 19	Mitochondrial Carrier	-0.0274138	0.935562
AF_vs_Sham_RA_RNA_adj_user	SLC25A20	solute carrier family 25 member 20	Mitochondrial Carrier	0.365509	0.129013
AF_vs_Sham_RA_RNA_adj_user	SLC25A21	solute carrier family 25 member 21	Mitochondrial Carrier	0.35349	0.262492
AF_vs_Sham_RA_RNA_adj_user	SLC25A23	solute carrier family 25 member 23	Mitochondrial Carrier	-0.0709066	0.783058
AF_vs_Sham_RA_RNA_adj_user	SLC25A24	solute carrier family 25 member 24	Mitochondrial Carrier	-0.339585	0.0819225
AF_vs_Sham_RA_RNA_adj_user	SLC25A26	solute carrier family 25 member 26	Mitochondrial Carrier	0.481212	0.00545053
AF_vs_Sham_RA_RNA_adj_user	SLC25A27	solute carrier family 25 member 27	Mitochondrial Carrier	-0.386074	0.128181
AF_vs_Sham_RA_RNA_adj_user	SLC25A29	solute carrier family 25 member 29	Mitochondrial Carrier	0.0171333	0.963314
AF_vs_Sham_RA_RNA_adj_user	SLC25A3	solute carrier family 25 member 3	Mitochondrial Carrier	0.209096	0.0223672
AF_vs_Sham_RA_RNA_adj_user	SLC25A30	solute carrier family 25 member 30	Mitochondrial Carrier	0.158671	0.433437
AF_vs_Sham_RA_RNA_adj_user	SLC25A33	solute carrier family 25 member 33	Mitochondrial Carrier	-0.0250299	0.932004
AF_vs_Sham_RA_RNA_adj_user	SLC25A34	solute carrier family 25 member 34	Mitochondrial Carrier	0.622071	0.11031
AF_vs_Sham_RA_RNA_adj_user	SLC25A36	solute carrier family 25 member 36	Mitochondrial Carrier	-0.269776	0.214246
AF_vs_Sham_RA_RNA_adj_user	SLC25A38	solute carrier family 25 member 38	Mitochondrial Carrier	0.278703	0.120872
AF_vs_Sham_RA_RNA_adj_user	SLC25A39	solute carrier family 25 member 39	Mitochondrial Carrier	0.230572	0.101149
AF_vs_Sham_RA_RNA_adj_user	SLC25A40	solute carrier family 25 member 40	Mitochondrial Carrier	0.104506	0.71273
AF_vs_Sham_RA_RNA_adj_user	SLC25A42	solute carrier family 25 member 42	Mitochondrial Carrier	-0.333841	0.219652
AF_vs_Sham_RA_RNA_adj_user	SLC25A44	solute carrier family 25 member 44	Mitochondrial Carrier	-0.0840055	0.567932
AF_vs_Sham_RA_RNA_adj_user	SLC25A47	solute carrier family 25 member 47	Mitochondrial Carrier	0.164317	0.775845
AF_vs_Sham_RA_RNA_adj_user	SLC27A1	solute carrier family 27 member 1	Mitochondrial Carrier	0.141258	0.316658
AF_vs_Sham_RA_RNA_adj_user	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)	Mitochondrial Carrier	-0.617408	0.0111399
AF_vs_Sham_RA_RNA_adj_user	SLC3A1	solute carrier family 3 member 1	Mitochondrial Carrier	-0.138055	0.814749
AF_vs_Sham_RA_RNA_adj_user	SLC44A1	solute carrier family 44 member 1	Mitochondrial Carrier	-0.553395	0.0980336
AF_vs_Sham_RA_RNA_adj_user	UCP2	uncoupling protein 2	Mitochondrial Carrier	-0.146014	0.797228
AF_vs_Sham_RA_RNA_adj_user	ACTR2	actin related protein 2	Mitochondrial Dynamics	0.115579	0.431258
AF_vs_Sham_RA_RNA_adj_user	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	Mitochondrial Dynamics	0.0654294	0.758141
AF_vs_Sham_RA_RNA_adj_user	AGTPBP1	ATP/GTP binding protein 1	Mitochondrial Dynamics	-0.316531	0.136165
AF_vs_Sham_RA_RNA_adj_user	APOO	apolipoprotein O	Mitochondrial Dynamics	0.245759	0.145601
AF_vs_Sham_RA_RNA_adj_user	ARPC3	actin related protein 2/3 complex subunit 3	Mitochondrial Dynamics	-0.211204	0.338779
AF_vs_Sham_RA_RNA_adj_user	ARPC5	actin related protein 2/3 complex subunit 5	Mitochondrial Dynamics	-0.469218	0.0867956
AF_vs_Sham_RA_RNA_adj_user	ATAD3A	ATPase family AAA domain containing 3A	Mitochondrial Dynamics	0.0348503	0.892586
AF_vs_Sham_RA_RNA_adj_user	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	Mitochondrial Dynamics	0.12041	0.459831
AF_vs_Sham_RA_RNA_adj_user	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	Mitochondrial Dynamics	0.247948	0.158028
AF_vs_Sham_RA_RNA_adj_user	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	Mitochondrial Dynamics	-0.0497473	0.898364
AF_vs_Sham_RA_RNA_adj_user	DNM1L	dynamin 1 like	Mitochondrial Dynamics	-0.0504644	0.746208
AF_vs_Sham_RA_RNA_adj_user	FIS1	fission, mitochondrial 1	Mitochondrial Dynamics	0.219473	0.25511
AF_vs_Sham_RA_RNA_adj_user	FUNDC1	FUN14 domain containing 1	Mitochondrial Dynamics	0.0367939	0.873351
AF_vs_Sham_RA_RNA_adj_user	FUNDC2	FUN14 domain containing 2	Mitochondrial Dynamics	0.114837	0.410958
AF_vs_Sham_RA_RNA_adj_user	GDAP1	ganglioside induced differentiation associated protein 1	Mitochondrial Dynamics	-0.172183	0.761125
AF_vs_Sham_RA_RNA_adj_user	IMMT	inner membrane mitochondrial protein	Mitochondrial Dynamics	0.0312115	0.885802
AF_vs_Sham_RA_RNA_adj_user	KIF1B	kinesin family member 1B	Mitochondrial Dynamics	-0.137562	0.399091
AF_vs_Sham_RA_RNA_adj_user	KIF5B	kinesin family member 5B	Mitochondrial Dynamics	-0.832997	0.0000018154
AF_vs_Sham_RA_RNA_adj_user	LYRM1	LYR motif containing 1	Mitochondrial Dynamics	-0.00415769	0.987086
AF_vs_Sham_RA_RNA_adj_user	MFF	mitochondrial fission factor	Mitochondrial Dynamics	0.240778	0.0740099
AF_vs_Sham_RA_RNA_adj_user	MFN1	mitofusin 1	Mitochondrial Dynamics	-0.14207	0.272285
AF_vs_Sham_RA_RNA_adj_user	MFN2	mitofusin 2	Mitochondrial Dynamics	0.070007	0.553116
AF_vs_Sham_RA_RNA_adj_user	MICOS10	mitochondrial contact site and cristae organizing system subunit 10	Mitochondrial Dynamics	0.464953	0.0284849
AF_vs_Sham_RA_RNA_adj_user	MICOS13	mitochondrial contact site and cristae organizing system subunit 13	Mitochondrial Dynamics	0.653565	0.00125137
AF_vs_Sham_RA_RNA_adj_user	MIEF1	mitochondrial elongation factor 1	Mitochondrial Dynamics	-0.161176	0.290554
AF_vs_Sham_RA_RNA_adj_user	MIEF2	mitochondrial elongation factor 2	Mitochondrial Dynamics	0.155652	0.409162
AF_vs_Sham_RA_RNA_adj_user	MSTO1	misato mitochondrial distribution and morphology regulator 1	Mitochondrial Dynamics	0.0101809	0.963922
AF_vs_Sham_RA_RNA_adj_user	MTFP1	mitochondrial fission process 1	Mitochondrial Dynamics	0.547723	0.00315606
AF_vs_Sham_RA_RNA_adj_user	MTFR1	mitochondrial fission regulator 1	Mitochondrial Dynamics	-0.135031	0.664618
AF_vs_Sham_RA_RNA_adj_user	MTFR1L	mitochondrial fission regulator 1 like	Mitochondrial Dynamics	0.226934	0.0265866
AF_vs_Sham_RA_RNA_adj_user	OMA1	OMA1 zinc metallopeptidase	Mitochondrial Dynamics	0.0849112	0.718534
AF_vs_Sham_RA_RNA_adj_user	OPA1	OPA1 mitochondrial dynamin like GTPase	Mitochondrial Dynamics	0.11748	0.381595
AF_vs_Sham_RA_RNA_adj_user	PHB2	prohibitin 2	Mitochondrial Dynamics	0.295109	0.234847
AF_vs_Sham_RA_RNA_adj_user	PKIA	cAMP-dependent protein kinase inhibitor alpha	Mitochondrial Dynamics	0.208672	0.308681
AF_vs_Sham_RA_RNA_adj_user	RHOT1	ras homolog family member T1	Mitochondrial Dynamics	-0.160613	0.259386
AF_vs_Sham_RA_RNA_adj_user	RHOT2	ras homolog family member T2	Mitochondrial Dynamics	0.358938	0.374852
AF_vs_Sham_RA_RNA_adj_user	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	Mitochondrial Dynamics	-0.146163	0.297455
AF_vs_Sham_RA_RNA_adj_user	SLC25A4	solute carrier family 25 member 4	Mitochondrial Dynamics	0.330704	0.00127908
AF_vs_Sham_RA_RNA_adj_user	SLC25A46	solute carrier family 25 member 46	Mitochondrial Dynamics	-0.0195653	0.921337
AF_vs_Sham_RA_RNA_adj_user	SLC25A5	solute carrier family 25 member 5	Mitochondrial Dynamics	0.136901	0.509192
AF_vs_Sham_RA_RNA_adj_user	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin	Mitochondrial Dynamics	0.0217	0.886772
AF_vs_Sham_RA_RNA_adj_user	SQSTM1	sequestosome 1	Mitochondrial Dynamics	-0.109733	0.534081
AF_vs_Sham_RA_RNA_adj_user	STOML2	stomatin like 2	Mitochondrial Dynamics	0.281152	0.0201747
AF_vs_Sham_RA_RNA_adj_user	SYBU	syntabulin	Mitochondrial Dynamics	-1.13072	0.00548663
AF_vs_Sham_RA_RNA_adj_user	TCAIM	T cell activation inhibitor, mitochondrial	Mitochondrial Dynamics	0.125267	0.534102
AF_vs_Sham_RA_RNA_adj_user	TMEM11	transmembrane protein 11	Mitochondrial Dynamics	0.190571	0.210037
AF_vs_Sham_RA_RNA_adj_user	TRAK1	trafficking kinesin protein 1	Mitochondrial Dynamics	-0.00224399	0.989129
AF_vs_Sham_RA_RNA_adj_user	TRAK2	trafficking kinesin protein 2	Mitochondrial Dynamics	0.218405	0.354669
AF_vs_Sham_RA_RNA_adj_user	USP30	ubiquitin specific peptidase 30	Mitochondrial Dynamics	-0.188466	0.397067
AF_vs_Sham_RA_RNA_adj_user	WDR81	WD repeat domain 81	Mitochondrial Dynamics	0.151261	0.543403
AF_vs_Sham_RA_RNA_adj_user	AKAP1	A-kinase anchoring protein 1	Mitochondrial Signaling	-0.0205727	0.929051
AF_vs_Sham_RA_RNA_adj_user	AKAP10	A-kinase anchoring protein 10	Mitochondrial Signaling	-0.0836737	0.761274
AF_vs_Sham_RA_RNA_adj_user	AKT1	AKT serine/threonine kinase 1	Mitochondrial Signaling	0.121445	0.366711
AF_vs_Sham_RA_RNA_adj_user	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2	Mitochondrial Signaling	0.208455	0.219501
AF_vs_Sham_RA_RNA_adj_user	GSK3B	glycogen synthase kinase 3 beta	Mitochondrial Signaling	-0.499865	0.0243908
AF_vs_Sham_RA_RNA_adj_user	IDE	insulin degrading enzyme	Mitochondrial Signaling	0.146213	0.264156
AF_vs_Sham_RA_RNA_adj_user	MAVS	mitochondrial antiviral signaling protein	Mitochondrial Signaling	0.17344	0.20398
AF_vs_Sham_RA_RNA_adj_user	MTOR	mechanistic target of rapamycin kinase	Mitochondrial Signaling	0.059735	0.717893
AF_vs_Sham_RA_RNA_adj_user	NLRX1	NLR family member X1	Mitochondrial Signaling	0.0711775	0.757734
AF_vs_Sham_RA_RNA_adj_user	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	Mitochondrial Signaling	-0.069714	0.620917
AF_vs_Sham_RA_RNA_adj_user	SHC1	SHC adaptor protein 1	Mitochondrial Signaling	-0.362493	0.130084
AF_vs_Sham_RA_RNA_adj_user	SIRT1	sirtuin 1	Mitochondrial Signaling	-0.205726	0.278533
AF_vs_Sham_RA_RNA_adj_user	SIRT2	sirtuin 2	Mitochondrial Signaling	-0.00851466	0.962632
AF_vs_Sham_RA_RNA_adj_user	SIRT3	sirtuin 3	Mitochondrial Signaling	0.177538	0.317645
AF_vs_Sham_RA_RNA_adj_user	SIRT4	sirtuin 4	Mitochondrial Signaling	0.414904	0.213088
AF_vs_Sham_RA_RNA_adj_user	SIRT5	sirtuin 5	Mitochondrial Signaling	0.168629	0.264176
AF_vs_Sham_RA_RNA_adj_user	SYNJ2BP	synaptojanin 2 binding protein	Mitochondrial Signaling	-0.0741487	0.763453
AF_vs_Sham_RA_RNA_adj_user	AMBRA1	autophagy and beclin 1 regulator 1 	Mitophagy	-0.00637999	0.979648
AF_vs_Sham_RA_RNA_adj_user	ATG5	autophagy related 5 	Mitophagy	-0.130889	0.453949
AF_vs_Sham_RA_RNA_adj_user	BECN1	beclin 1	Mitophagy	-0.10784	0.626475
AF_vs_Sham_RA_RNA_adj_user	CALCOCO2	calcium binding and coiled-coil domain 2 	Mitophagy	0.0287987	0.816018
AF_vs_Sham_RA_RNA_adj_user	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2 	Mitophagy	-0.0321128	0.926198
AF_vs_Sham_RA_RNA_adj_user	NBR1	NBR1 autophagy cargo receptor 	Mitophagy	-0.0623174	0.622233
AF_vs_Sham_RA_RNA_adj_user	OPTN	optineurin 	Mitophagy	0.0957768	0.469171
AF_vs_Sham_RA_RNA_adj_user	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase 	Mitophagy	0.0214026	0.905792
AF_vs_Sham_RA_RNA_adj_user	PINK1	PTEN induced kinase 1 	Mitophagy	0.23405	0.123578
AF_vs_Sham_RA_RNA_adj_user	PRKN	parkin RBR E3 ubiquitin protein ligase 	Mitophagy	0.0314119	0.870811
AF_vs_Sham_RA_RNA_adj_user	RAB7B	RAB7B, member RAS oncogene family 	Mitophagy	-0.723483	0.206779
AF_vs_Sham_RA_RNA_adj_user	RRAS2	RAS related 2 	Mitophagy	0.260264	0.243744
AF_vs_Sham_RA_RNA_adj_user	TAX1BP1	Tax1 binding protein 1 	Mitophagy	-0.00717258	0.963314
AF_vs_Sham_RA_RNA_adj_user	TBC1D15	TBC1 domain family member 15 	Mitophagy	-0.176919	0.414596
AF_vs_Sham_RA_RNA_adj_user	TBK1	TANK binding kinase 1 	Mitophagy	-0.237099	0.232842
AF_vs_Sham_RA_RNA_adj_user	ULK1	unc-51 like autophagy activating kinase 1 	Mitophagy	0.0172339	0.928469
AF_vs_Sham_RA_RNA_adj_user	USP15	ubiquitin specific peptidase 15 	Mitophagy	-0.0467732	0.782088
AF_vs_Sham_RA_RNA_adj_user	USP8	ubiquitin specific peptidase 8 	Mitophagy	0.0831587	0.621346
AF_vs_Sham_RA_RNA_adj_user	ARG2	arginase 2	Nitrogen Metabolism	0.638234	0.153141
AF_vs_Sham_RA_RNA_adj_user	ASL	argininosuccinate lyase	Nitrogen Metabolism	-0.142563	0.55581
AF_vs_Sham_RA_RNA_adj_user	CA5B	carbonic anhydrase 5B	Nitrogen Metabolism	-0.510291	0.170966
AF_vs_Sham_RA_RNA_adj_user	DDAH1	dimethylarginine dimethylaminohydrolase 1	Nitrogen Metabolism	0.159498	0.607217
AF_vs_Sham_RA_RNA_adj_user	OTC	ornithine carbamoyltransferase	Nitrogen Metabolism	0.280334	0.423334
AF_vs_Sham_RA_RNA_adj_user	AK2	adenylate kinase 2	Nucleotide Metabolism	0.281196	0.0460296
AF_vs_Sham_RA_RNA_adj_user	AK3	adenylate kinase 3	Nucleotide Metabolism	-0.0159743	0.926198
AF_vs_Sham_RA_RNA_adj_user	AK4	adenylate kinase 4	Nucleotide Metabolism	-0.321252	0.328164
AF_vs_Sham_RA_RNA_adj_user	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	Nucleotide Metabolism	0.0932717	0.710853
AF_vs_Sham_RA_RNA_adj_user	DHODH	dihydroorotate dehydrogenase (quinone)	Nucleotide Metabolism	0.0810734	0.761143
AF_vs_Sham_RA_RNA_adj_user	NME4	NME/NM23 nucleoside diphosphate kinase 4	Nucleotide Metabolism	-0.0916392	0.621708
AF_vs_Sham_RA_RNA_adj_user	NME6	NME/NM23 nucleoside diphosphate kinase 6	Nucleotide Metabolism	0.130635	0.584263
AF_vs_Sham_RA_RNA_adj_user	NUDT13	nudix hydrolase 13	Nucleotide Metabolism	0.131583	0.601663
AF_vs_Sham_RA_RNA_adj_user	NUDT9	nudix hydrolase 9	Nucleotide Metabolism	0.262354	0.103789
AF_vs_Sham_RA_RNA_adj_user	TYMS	thymidylate synthetase	Nucleotide Metabolism	0.206941	0.243081
AF_vs_Sham_RA_RNA_adj_user	ADCK1	aarF domain containing kinase 1	Oxidative Phosphorylation	-0.148572	0.536138
AF_vs_Sham_RA_RNA_adj_user	ATP5F1A	ATP synthase F1 subunit alpha	Oxidative Phosphorylation	0.0446147	0.720318
AF_vs_Sham_RA_RNA_adj_user	ATP5F1B	ATP synthase F1 subunit beta	Oxidative Phosphorylation	0.0672141	0.493464
AF_vs_Sham_RA_RNA_adj_user	ATP5F1C	ATP synthase F1 subunit gamma	Oxidative Phosphorylation	0.192939	0.128122
AF_vs_Sham_RA_RNA_adj_user	ATP5F1D	ATP synthase F1 subunit delta	Oxidative Phosphorylation	0.421265	0.00603891
AF_vs_Sham_RA_RNA_adj_user	ATP5IF1	ATP synthase inhibitory factor subunit 1	Oxidative Phosphorylation	0.500553	0.00117284
AF_vs_Sham_RA_RNA_adj_user	ATP5MC1	ATP synthase membrane subunit c locus 1	Oxidative Phosphorylation	0.409092	0.00199696
AF_vs_Sham_RA_RNA_adj_user	ATP5MC2	ATP synthase membrane subunit c locus 2	Oxidative Phosphorylation	0.266887	0.0909907
AF_vs_Sham_RA_RNA_adj_user	ATP5MC3	ATP synthase membrane subunit c locus 3	Oxidative Phosphorylation	0.335832	0.0118298
AF_vs_Sham_RA_RNA_adj_user	ATP5MF	ATP synthase membrane subunit f	Oxidative Phosphorylation	0.370294	0.037109
AF_vs_Sham_RA_RNA_adj_user	ATP5PB	ATP synthase peripheral stalk-membrane subunit b	Oxidative Phosphorylation	0.386365	0.000974688
AF_vs_Sham_RA_RNA_adj_user	ATP5PD	ATP synthase peripheral stalk subunit d	Oxidative Phosphorylation	0.287907	0.0444141
AF_vs_Sham_RA_RNA_adj_user	ATP5PO	ATP synthase peripheral stalk subunit OSCP	Oxidative Phosphorylation	0.367989	0.0230585
AF_vs_Sham_RA_RNA_adj_user	ATP6V1E1	ATPase H+ transporting V1 subunit E1	Oxidative Phosphorylation	0.19084	0.163403
AF_vs_Sham_RA_RNA_adj_user	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	Oxidative Phosphorylation	-0.190605	0.124031
AF_vs_Sham_RA_RNA_adj_user	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	Oxidative Phosphorylation	0.465878	0.0104181
AF_vs_Sham_RA_RNA_adj_user	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone	Oxidative Phosphorylation	0.527443	0.00706998
AF_vs_Sham_RA_RNA_adj_user	CISD1	CDGSH iron sulfur domain 1	Oxidative Phosphorylation	-0.103297	0.505223
AF_vs_Sham_RA_RNA_adj_user	CISD2	CDGSH iron sulfur domain 2	Oxidative Phosphorylation	0.0934994	0.614566
AF_vs_Sham_RA_RNA_adj_user	CISD3	CDGSH iron sulfur domain 3	Oxidative Phosphorylation	0.0402575	0.874367
AF_vs_Sham_RA_RNA_adj_user	CMC1	C-X9-C motif containing 1	Oxidative Phosphorylation	0.190112	0.349559
AF_vs_Sham_RA_RNA_adj_user	COA1	cytochrome c oxidase assembly factor 1 homolog	Oxidative Phosphorylation	0.513894	0.0269265
AF_vs_Sham_RA_RNA_adj_user	COA4	cytochrome c oxidase assembly factor 4 homolog	Oxidative Phosphorylation	-0.0180043	0.969564
AF_vs_Sham_RA_RNA_adj_user	COA7	cytochrome c oxidase assembly factor 7 (putative)	Oxidative Phosphorylation	0.299054	0.156212
AF_vs_Sham_RA_RNA_adj_user	COQ10A	coenzyme Q10A	Oxidative Phosphorylation	0.619551	0.0000303272
AF_vs_Sham_RA_RNA_adj_user	COQ10B	coenzyme Q10B	Oxidative Phosphorylation	-0.425707	0.0129995
AF_vs_Sham_RA_RNA_adj_user	COQ8A	coenzyme Q8A	Oxidative Phosphorylation	0.248009	0.128506
AF_vs_Sham_RA_RNA_adj_user	COQ8B	coenzyme Q8B	Oxidative Phosphorylation	0.275531	0.186007
AF_vs_Sham_RA_RNA_adj_user	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	Oxidative Phosphorylation	0.0798614	0.797282
AF_vs_Sham_RA_RNA_adj_user	COX11	cytochrome c oxidase copper chaperone COX11	Oxidative Phosphorylation	0.265681	0.118405
AF_vs_Sham_RA_RNA_adj_user	COX15	cytochrome c oxidase assembly homolog COX15	Oxidative Phosphorylation	0.105107	0.464552
AF_vs_Sham_RA_RNA_adj_user	COX16	cytochrome c oxidase assembly factor COX16	Oxidative Phosphorylation	0.437652	0.0318076
AF_vs_Sham_RA_RNA_adj_user	COX18	cytochrome c oxidase assembly factor COX18	Oxidative Phosphorylation	0.202831	0.307009
AF_vs_Sham_RA_RNA_adj_user	COX20	cytochrome c oxidase assembly factor COX20	Oxidative Phosphorylation	0.270705	0.217111
