;Loading1;Loading2;Loading3;Loading4;Loading5;ids;type;label
CLYBL.rna_b;-0.109588205392514;-0.263619716341224;0.198117117226682;0.0254376671257495;-0.152266744480581;CLYBL;rna_b;CLYBL
ABI3.rna_b;0.222494041985228;-0.103846275733269;-0.448945309041788;-0.061940101969296;0.337143535982107;ABI3;rna_b;ABI3
PPP2R5B.rna_b;0.111254488942518;0.590649066276367;0.0924876808429576;0.0787382578813072;0.201106748328997;PPP2R5B;rna_b;PPP2R5B
TTI2.rna_b;-0.224433577952341;0.197259575611626;-0.49790249637169;0.0722781738319028;0.185529778638787;TTI2;rna_b;TTI2
NNT.rna_b;-0.879045298504515;-0.0869394375348251;0.191315224547759;-0.0880441413194848;-0.172157692866208;NNT;rna_b;NNT
CSGALNACT2.rna_b;-0.559498996110913;0.406788627628078;-0.0695524780948431;-0.221119417588159;-0.0301151040316003;CSGALNACT2;rna_b;CSGALNACT2
HDAC1.rna_b;0.651657736156324;-0.0864306052502085;-0.396492731064505;-0.154074340799133;0.0325108711163673;HDAC1;rna_b;HDAC1
VEZF1.rna_b;-0.637698483093856;0.150866710368573;-0.0195253205067034;0.254838363973563;-0.183180265355346;VEZF1;rna_b;VEZF1
PROSER3.rna_b;0.291103225338864;-0.45463827368726;0.0668856007498215;-0.059211069216802;-0.340873455140591;PROSER3;rna_b;PROSER3
CCDC43.rna_b;-0.100372237013777;-0.127032810577295;0.078516069420951;0.181714824820462;-0.0971226305941203;CCDC43;rna_b;CCDC43
PMVK.rna_b;0.19806780299044;-0.0142503611688359;0.239199221506849;0.238425117368732;0.0563815964533353;PMVK;rna_b;PMVK
ATG16L1.rna_b;0.32826312265771;0.139407781109978;0.500759787918143;-0.121388345124398;0.163628930202899;ATG16L1;rna_b;ATG16L1
DCAF7.rna_b;-0.803533330239021;-0.16324245032892;0.183790444837792;0.123105561866885;0.0758270573960413;DCAF7;rna_b;DCAF7
ENSECAG00000016098.rna_b;0.0129947632677528;0.343885597227967;0.145082775207444;0.0396607596236633;0.139565054226255;ENSECAG00000016098;rna_b;ENSECAG00000016098
BMP2K.rna_b;-0.853329092005922;-0.169058789398478;0.0530441089741389;-0.053017060692788;-0.139041070869269;BMP2K;rna_b;BMP2K
DPT.rna_b;0.384220660330876;0.0819482320313341;-0.308966242071916;-0.0827025393853451;0.522522752973902;DPT;rna_b;DPT
CHD8.rna_b;-0.876749910687626;0.116765189203744;0.0307021289923644;-0.0452852829796319;-0.0273604743334594;CHD8;rna_b;CHD8
AP4M1.rna_b;0.142473743660064;-0.00513623295586871;0.319994923064971;0.149862686861385;0.0791659392916226;AP4M1;rna_b;AP4M1
MALSU1.rna_b;0.574487091451871;-0.267611231821316;0.111836695339799;0.224019508129031;0.0570855877260621;MALSU1;rna_b;MALSU1
AGPAT5.rna_b;-0.607268675288139;0.104343868982809;0.216631734475583;0.0404692738964123;-0.201413618202609;AGPAT5;rna_b;AGPAT5
TBKBP1.rna_b;-0.0654535428508329;0.349864461857412;-0.352820757258393;-0.025061679450884;-0.290670441250555;TBKBP1;rna_b;TBKBP1
RCHY1.rna_b;0.253220336057728;-0.330494237129376;0.140887812261681;-0.114309687687113;-0.373729858934121;RCHY1;rna_b;RCHY1
EXTL2.rna_b;0.0202836504560968;-0.0922946974310057;0.366860676304816;0.200912515168798;-0.076204074898236;EXTL2;rna_b;EXTL2
USP36.rna_b;-0.305883032904514;0.142843389152585;-0.336770604810428;-0.272775769130899;0.093010798084164;USP36;rna_b;USP36
ASB13.rna_b;0.0628804720694517;-0.301610350617769;0.0664702479534812;-0.217141260492508;-0.0420048760475347;ASB13;rna_b;ASB13
PIGZ.rna_b;0.316623893336591;-0.363958650796916;0.273468529525646;-0.261417953911249;-0.235922245984401;PIGZ;rna_b;PIGZ
ESCO1.rna_b;-0.592620379765922;0.0430700335938353;0.22198217933552;-0.00339466894375026;-0.12288707703261;ESCO1;rna_b;ESCO1
ADAMTS12.rna_b;-0.752426682992807;0.201232180412399;-0.381975159018351;-0.0204323755774049;-0.141826819263719;ADAMTS12;rna_b;ADAMTS12
PCDHGC5.rna_b;0.458594855406648;0.511448845695556;0.00191928978246245;-0.0537943837552997;0.421000759626987;PCDHGC5;rna_b;PCDHGC5
RELL1.rna_b;0.205390897643348;0.229561686400064;0.00919797167273959;-0.360066864129919;0.296355027239213;RELL1;rna_b;RELL1
CLPX.rna_b;-0.74512154902633;0.0452390178910894;0.243083284149729;-0.104582598914827;-0.368468748102172;CLPX;rna_b;CLPX
ABLIM3.rna_b;-0.308165601738905;0.327762455100071;-0.0346436141107696;-0.297748867990435;-0.0419401596738863;ABLIM3;rna_b;ABLIM3
ZNF2.rna_b;-0.370099464357353;0.0188508340800085;0.100159179110874;0.188164599301498;0.109588064808608;ZNF2;rna_b;ZNF2
FRMD4B.rna_b;-0.080444746738393;0.473035963708051;-0.104750077515639;0.147862137076851;0.0647379239384779;FRMD4B;rna_b;FRMD4B
RAB11FIP1.rna_b;-0.241872508362381;-0.144936349270891;0.197642734815842;0.225301627719118;-0.228971423302395;RAB11FIP1;rna_b;RAB11FIP1
MINDY4.rna_b;0.435392287981567;-0.166415036293603;-0.335233465643358;0.268305388809443;0.224397873321953;MINDY4;rna_b;MINDY4
ADIPOR2.rna_b;-0.78936256021178;-0.150659522515435;0.084940556170303;-0.157559935363347;-0.20405929174931;ADIPOR2;rna_b;ADIPOR2
SLC66A1.rna_b;-0.293975183988889;0.0452127287753244;-0.117802271838389;0.142044683904794;0.38073705115092;SLC66A1;rna_b;SLC66A1
CLIP4.rna_b;-0.546142047987882;-0.358509999208537;0.380600110782817;0.113203351491686;-0.110398714055496;CLIP4;rna_b;CLIP4
ANKS6.rna_b;0.148311750859237;0.301275355363178;0.000807152968693999;0.0321252173269752;0.144354676363967;ANKS6;rna_b;ANKS6
GPN3.rna_b;0.343693479711882;-0.0734590552007956;-0.383898313285241;-0.578346814616312;0.138077621670399;GPN3;rna_b;GPN3
MYH10.rna_b;-0.160073773355019;0.440581058435454;0.141878402221843;-0.0968809392346057;0.307510038171104;MYH10;rna_b;MYH10
TRMT1.rna_b;0.422209062342628;0.0173019247442194;-0.0666320172066815;-0.200222123805911;-0.155603345374206;TRMT1;rna_b;TRMT1
VPS13D.rna_b;-0.947864424405427;0.0590702041623012;0.0302170135101521;-0.0327522376258231;-0.205615940293653;VPS13D;rna_b;VPS13D
NCBP2.rna_b;-0.0553156633411742;0.0238732903745981;-0.245018785506727;-0.0943518614777851;-0.000401558369617935;NCBP2;rna_b;NCBP2
ULK1.rna_b;-0.176897895928351;-0.079327988304211;0.633187359904529;-0.112320400850264;0.112553494757229;ULK1;rna_b;ULK1
ENSECAG00000016162.rna_b;-0.780387844422335;0.0982461879326016;0.217393179288024;0.175123064726389;-0.1713206054823;ENSECAG00000016162;rna_b;ENSECAG00000016162
KICS2.rna_b;-0.461319467651507;0.00207476627762512;-0.409270867107088;0.261529129439832;0.00589832214057279;KICS2;rna_b;KICS2
CLIC4.rna_b;-0.772303026323657;0.256362949530583;0.152299287086422;0.157298263694527;0.101344294882477;CLIC4;rna_b;CLIC4
COL6A6.rna_b;-0.0210899052469939;0.158369631515841;-0.273586505974556;-0.0607773933860653;0.41422244989606;COL6A6;rna_b;COL6A6
TK1.rna_b;0.361408828830479;0.00260584348432963;0.504491396737597;0.152050738686621;-0.0144783503500407;TK1;rna_b;TK1
PGGT1B.rna_b;-0.911584776175776;0.00857978509413874;-0.0799398062730907;-0.0824413034397701;-0.200164833329903;PGGT1B;rna_b;PGGT1B
RAI14.rna_b;-0.0485293691939134;0.486328567904745;-0.494653970563145;-0.251490275727762;0.186195476643913;RAI14;rna_b;RAI14
STARD4.rna_b;-0.350705376471087;0.425398118245083;-0.118190169311425;-0.0478257973513546;-0.00505836116177393;STARD4;rna_b;STARD4
FAM114A2.rna_b;-0.529523535197348;-0.378747200129602;0.0916036075133522;-0.0993318988034503;-0.522570233481959;FAM114A2;rna_b;FAM114A2
REPS1.rna_b;-0.666143348428649;-0.0699366238804753;0.302869516111923;0.026100880080591;-0.295476289633434;REPS1;rna_b;REPS1
USP21_ENSECAG00000016189.rna_b;0.440345042131738;-0.180634235413476;-0.107744735539545;-0.233436703984985;-0.0563493991306655;USP21_ENSECAG00000016189;rna_b;USP21_ENSECAG00000016189
RPS6.rna_b;0.815483350425386;-0.200778724908645;-0.31318299128858;0.0848116994196342;0.216835482090916;RPS6;rna_b;RPS6
EPN1.rna_b;0.675390468040515;-0.208672054793267;0.131079569107486;0.135208127657014;0.219675065365762;EPN1;rna_b;EPN1
FBXO38.rna_b;-0.568311124114985;-0.165074654887246;0.0499129418267765;0.40383045386758;0.184062793573583;FBXO38;rna_b;FBXO38
TXNDC15.rna_b;0.228138441469833;-0.677288298424916;-0.139503865908872;0.085813696364376;-0.217476703005307;TXNDC15;rna_b;TXNDC15
RNF187.rna_b;0.822860213114261;-0.240193264643571;0.279459381623619;-0.010601893177825;-0.0217707323432017;RNF187;rna_b;RNF187
SEMA4C.rna_b;0.0370362350824816;0.71102221351965;-0.109081958318106;0.0570128507395773;-0.00631796183055299;SEMA4C;rna_b;SEMA4C
CDKN2AIPNL.rna_b;0.432550128443284;-0.41575906798673;-0.0246963683146239;0.163441183665614;0.279012444377876;CDKN2AIPNL;rna_b;CDKN2AIPNL
SLC31A2.rna_b;-0.238583855077512;0.45822261744876;-0.124950342201493;0.0834558745410301;0.174249467668295;SLC31A2;rna_b;SLC31A2
CUTA.rna_b;0.817322667391949;-0.272611057507576;0.112061765531521;0.197010519417239;0.0473873554825439;CUTA;rna_b;CUTA
CTU2.rna_b;0.255218987019606;0.0187368679727961;-0.35613114390689;-0.184243724952072;0.066341932416702;CTU2;rna_b;CTU2
ADAMTS10.rna_b;0.371175143388742;0.205910488593354;-0.0727639132221543;-0.147308104863639;-0.0319332261194708;ADAMTS10;rna_b;ADAMTS10
SDAD1.rna_b;-0.513364743680179;0.107237904884523;-0.353026295528411;-0.127062489424452;-0.162083087889265;SDAD1;rna_b;SDAD1
TMEM94.rna_b;-0.0953903603355148;0.378436886611259;0.349648852043931;0.223714593303866;0.166730747207665;TMEM94;rna_b;TMEM94
PARP6.rna_b;0.511941549331229;0.186170694553549;-0.465745785829757;-0.26816735232523;-0.112540126583574;PARP6;rna_b;PARP6
ITCH.rna_b;-0.846979311714163;0.212551770145133;-0.0873100925529479;0.103555088951537;-0.187075551683615;ITCH;rna_b;ITCH
RNF213.rna_b;-0.0054125763087627;0.245019451833318;-0.2651251729385;0.00518063746081096;0.0128031970345008;RNF213;rna_b;RNF213
KANK1.rna_b;-0.767100359887765;0.16760875385953;0.128051599471647;0.0685938961280167;0.119632780579922;KANK1;rna_b;KANK1
DHDDS.rna_b;0.0300184508144142;-0.349639150576816;-0.0738127530484927;-0.110306823987433;0.42581071648924;DHDDS;rna_b;DHDDS
MORC2.rna_b;0.337917750953458;-0.22119152974464;0.213594084600772;-0.187387202621991;0.2002488343584;MORC2;rna_b;MORC2
CA2.rna_b;-0.196221410191987;-0.0194022362364982;0.22241198772082;-0.163948501850878;-0.168902371909427;CA2;rna_b;CA2
ELAC1.rna_b;0.0194276490888763;0.291929731977447;-0.151861499310295;0.0151424167965382;0.0990088425349719;ELAC1;rna_b;ELAC1
HSPA12A.rna_b;-0.479159584874546;0.125625878393989;-0.266542758472305;-0.0564837692646355;-0.280467847377767;HSPA12A;rna_b;HSPA12A
ENSECAG00000016233.rna_b;-0.563647571303554;0.505483815607662;-0.0921387115236656;-0.36500388073501;0.117811590960019;ENSECAG00000016233;rna_b;ENSECAG00000016233
ANGPTL2.rna_b;0.0569048234615462;0.225344296918088;0.0519602036273207;-0.0241114528970447;0.417145487117152;ANGPTL2;rna_b;ANGPTL2
RPS6KA1.rna_b;0.491453419194103;0.0747384488323887;-0.32034038726336;-0.148393061070576;0.0945163324410466;RPS6KA1;rna_b;RPS6KA1
SEMA5A.rna_b;-0.463863007197049;0.497184685099648;-0.131886193068058;-0.0320965337582096;-0.00540532415415333;SEMA5A;rna_b;SEMA5A
ENSECAG00000016242.rna_b;-0.0175935586209105;0.104813011380667;-0.389578312331914;-0.107698927622292;-0.329988288687435;ENSECAG00000016242;rna_b;ENSECAG00000016242
AGFG2.rna_b;0.396913232032467;-0.479546155259202;0.291189747808184;0.104065739598973;0.134550622240074;AGFG2;rna_b;AGFG2
ASAP1.rna_b;-0.316211439427502;0.267915690718227;-0.473577060630879;-0.00407739262990255;0.168154334997527;ASAP1;rna_b;ASAP1
JPH1.rna_b;-0.828650516113053;0.367183635533959;0.271073501472983;0.134644187605778;-0.00516037789793608;JPH1;rna_b;JPH1
NUDT16.rna_b;0.311258675688301;-0.119889328387618;0.12331816801932;-0.31447414420858;-0.0938743200437543;NUDT16;rna_b;NUDT16
SPRYD3.rna_b;0.568134352153926;-0.0900068047965586;0.335350563259239;-0.147895387959733;0.0740728443567098;SPRYD3;rna_b;SPRYD3
PSMB6.rna_b;0.836084199371009;-0.294159362219082;-0.076622637548474;0.0776330804477419;0.0147099525983187;PSMB6;rna_b;PSMB6
DYNC2H1.rna_b;-0.56760525410057;0.0210087860058613;0.102521686873241;-0.274130584514809;0.155918272803208;DYNC2H1;rna_b;DYNC2H1
ENTPD1.rna_b;-0.111203831338217;0.242264196088241;-0.19062364660377;-0.444515684702759;0.171650251481771;ENTPD1;rna_b;ENTPD1
LYSMD2.rna_b;0.372559301375229;-0.239810129713906;-0.113166133621777;0.141921107817376;-0.242755572859404;LYSMD2;rna_b;LYSMD2
UACA.rna_b;0.42923264016743;0.40451911737217;0.392802778419315;0.0229056403495694;-0.105823369014955;UACA;rna_b;UACA
MRPL9.rna_b;0.670085635799132;-0.339380461890828;-0.263870916300511;-0.101368321523654;0.0508868951450556;MRPL9;rna_b;MRPL9
STK10.rna_b;0.0759128954049696;0.634459327958076;-0.20602015898101;-0.184156872404948;0.117450307071606;STK10;rna_b;STK10
DPP7.rna_b;0.600817009514687;0.0659769328456185;0.0342100072275048;-0.246399595037391;0.0173754870559786;DPP7;rna_b;DPP7
TSHZ3.rna_b;-0.0239184242170867;0.366528611505804;-0.083968326638611;-0.259511061570773;0.271395215753298;TSHZ3;rna_b;TSHZ3
NUP50.rna_b;-0.642246931432924;0.368304590399336;0.11263559581157;-0.048472378115899;0.212659066007404;NUP50;rna_b;NUP50
SGCD.rna_b;-0.887386687871199;0.0355418467156702;0.101848661591117;0.0479908349088206;-0.12873561362177;SGCD;rna_b;SGCD
SRI.rna_b;0.424082362210249;0.403346090381425;-0.224767000570515;-0.215423516991978;0.269112784637196;SRI;rna_b;SRI
CYBC1.rna_b;0.584485212044926;-0.0952857890197318;-0.601498977880265;-0.11428128017905;0.00281529074709214;CYBC1;rna_b;CYBC1
LSM14A.rna_b;-0.427112871606943;0.108311955240134;-0.0971762996409794;0.0211823703212664;0.0365822626354967;LSM14A;rna_b;LSM14A
NAALADL2.rna_b;-0.148933700833094;0.0492548693254379;-0.0115052786510968;0.141959947290974;-0.0308617367954984;NAALADL2;rna_b;NAALADL2
ZNF592_ENSECAG00000016283.rna_b;-0.606627415928453;-0.320496454277298;0.281691332229678;0.0910562935675653;0.000452415570392637;ZNF592_ENSECAG00000016283;rna_b;ZNF592_ENSECAG00000016283
SLCO5A1.rna_b;-0.716424322518368;0.275059585835672;0.348966741463374;0.256686250633914;0.0744889955760712;SLCO5A1;rna_b;SLCO5A1
SRRD.rna_b;0.288001251317289;0.0925662289026869;-0.04683872238888;-0.427748083380568;0.0485258810321172;SRRD;rna_b;SRRD
RNF38.rna_b;-0.786472847821844;-0.0215972344887542;0.085728616137503;0.0974410993299687;-0.276872636368349;RNF38;rna_b;RNF38
ACOT6.rna_b;-0.562279591267487;0.138850476147696;0.165723906053172;0.0230194309079572;-0.327728673463549;ACOT6;rna_b;ACOT6
CCAR1.rna_b;0.370580982626993;-0.23009369172935;-0.48958066113748;-0.210297194527194;-0.0358830093718841;CCAR1;rna_b;CCAR1
EED.rna_b;0.403892027530568;-0.0926686525959374;0.221966386309616;-0.0103363569424666;0.240970072122813;EED;rna_b;EED
MFN2.rna_b;-0.626479275077893;-0.287006410727882;0.394454687282561;0.138105955833907;-0.0296721923417955;MFN2;rna_b;MFN2
SUPV3L1.rna_b;0.374747394399351;-0.0664703380617135;-0.116092555652606;-0.244200661209727;-0.196784407851151;SUPV3L1;rna_b;SUPV3L1
ENSECAG00000016298.rna_b;0.0199531699353948;0.373430765378339;-0.308351497137407;-0.0712467213631976;0.165596687798945;ENSECAG00000016298;rna_b;ENSECAG00000016298
TMEM120B.rna_b;0.370986930912357;0.379642698676117;0.296047662596069;0.0423870604317562;-0.134089351548969;TMEM120B;rna_b;TMEM120B
TPRA1.rna_b;0.506444160770601;-0.383674333031575;-0.0541487209356694;0.225851304929417;0.190270492975026;TPRA1;rna_b;TPRA1
GOLM2.rna_b;-0.53459372267271;0.0355191401155633;0.366179019246839;0.0337259685267592;-0.0779251956644807;GOLM2;rna_b;GOLM2
YLPM1.rna_b;-0.851518292406252;0.20044076836127;-0.0177222064182158;-0.113097809186727;-0.174469244748419;YLPM1;rna_b;YLPM1
ZFYVE21.rna_b;0.407981707520588;-0.42561866960789;-0.226322827611899;-0.0486879930610507;-0.0779385721160145;ZFYVE21;rna_b;ZFYVE21
PTPN4.rna_b;-0.795459480539888;-0.0400562243437484;0.0269986370250415;-0.0787404803675891;-0.086555148226473;PTPN4;rna_b;PTPN4
SERINC5.rna_b;-0.719777172541545;0.031376297870264;0.0910220140806557;0.0573677979615392;-0.129346322952143;SERINC5;rna_b;SERINC5
SMCR8.rna_b;-0.919738635588166;-0.0281525454914299;0.130301886525722;0.0238925064199293;0.0402177207260547;SMCR8;rna_b;SMCR8
ZBTB40.rna_b;-0.562294770894129;0.284449863272947;-0.222323010853575;0.352348062971361;0.0827409134566824;ZBTB40;rna_b;ZBTB40
CD93.rna_b;-0.232069932590635;0.691638365826375;0.0717615526189389;-0.145805829958967;0.0209467542675941;CD93;rna_b;CD93
ATP6V0A1.rna_b;-0.539599771356748;0.389230904019844;-0.179741344478445;-0.146736018799634;-0.0736927291209841;ATP6V0A1;rna_b;ATP6V0A1
ADAMTS2.rna_b;0.155658390113693;-0.0330820055072881;-0.223485587638402;0.0177429562230581;0.381878452144037;ADAMTS2;rna_b;ADAMTS2
MANSC1.rna_b;0.267358577250439;0.589385272248673;0.251884779874054;-0.182159943562146;0.205188943061667;MANSC1;rna_b;MANSC1
TNFRSF1A.rna_b;0.183128124866806;0.0241608127307273;-0.380801751025092;-0.0637539093139483;0.455653880439504;TNFRSF1A;rna_b;TNFRSF1A
PIGO.rna_b;-0.46390063723637;0.203510193837942;0.067597663321089;0.0888770434203135;0.182054548162205;PIGO;rna_b;PIGO
CWF19L1.rna_b;0.310216202902002;0.116014744190296;-0.213580978648257;-0.111282102157215;-0.103748495485935;CWF19L1;rna_b;CWF19L1
NELFCD.rna_b;0.598508256401603;0.224666676345088;-0.00643885711596896;0.074444656631973;-0.280398221053364;NELFCD;rna_b;NELFCD
TMEM242.rna_b;-0.708062190722084;0.0137887291267901;-0.0804707328078171;0.0925693733591171;-0.265671241775169;TMEM242;rna_b;TMEM242
CDC25A.rna_b;0.211022248515031;-0.216257110026775;0.431227917293705;0.228277726930472;-0.0344410639202375;CDC25A;rna_b;CDC25A
BORCS5.rna_b;0.696351137289408;-0.0545571586306525;0.269214390679095;0.201254919348475;-0.0376765554972589;BORCS5;rna_b;BORCS5
ADAMTS1.rna_b;-0.151887271244219;0.480974350972356;-0.14629204337688;-0.2917341661772;0.0754831142180784;ADAMTS1;rna_b;ADAMTS1
RPS5.rna_b;0.789084928811491;-0.279291514906781;-0.316721228218607;0.166186502941383;0.258436981292582;RPS5;rna_b;RPS5
TOP3A.rna_b;0.118010368140214;-0.450094269256085;0.398469573342416;-0.228278840575448;-0.364734514672397;TOP3A;rna_b;TOP3A
LEPROT.rna_b;-0.562115505413923;0.266377804345792;-0.184799508135579;-0.00957233020838555;0.233971322203382;LEPROT;rna_b;LEPROT
DTD2.rna_b;0.241745359248338;-0.117616320089032;0.34274837711191;-0.0877451918581432;-0.0435828017865364;DTD2;rna_b;DTD2
SPATA1.rna_b;-0.343825740194782;0.108819036549268;0.320684905105017;0.305622732161128;-0.23266649651268;SPATA1;rna_b;SPATA1
OLA1.rna_b;0.707438115639652;-0.385780753125563;-0.111989284977182;0.0443946087570307;-0.165811766691797;OLA1;rna_b;OLA1
EFL1.rna_b;0.397926226374356;-0.170665574813299;-0.116037469939579;0.491030336158962;-0.123022364683689;EFL1;rna_b;EFL1
ZNF584.rna_b;0.0693676631108873;-0.357183489081467;-0.334694356753945;0.0199903516273819;0.292986085724583;ZNF584;rna_b;ZNF584
NSUN2.rna_b;0.120650894926172;-0.199585977635209;-0.23786939359921;0.301226518843169;-0.237480694270868;NSUN2;rna_b;NSUN2
ENSECAG00000016358.rna_b;0.0972536591297761;-0.0300653549932246;0.412049013370932;0.264286567145992;0.0449046970180603;ENSECAG00000016358;rna_b;ENSECAG00000016358
PDP1.rna_b;-0.250376892891709;0.122437878201901;0.734039065603641;0.0886490251580192;-0.141081158764128;PDP1;rna_b;PDP1
PDE3A.rna_b;-0.923303936259756;0.0771646527198872;0.17585534211705;0.0718026271251322;-0.135095920857883;PDE3A;rna_b;PDE3A
COL18A1.rna_b;0.166446165934927;0.298536824172751;-0.347266838748361;-0.091007313031084;0.518877157380913;COL18A1;rna_b;COL18A1
DUSP16.rna_b;-0.146771800526655;0.72496751165041;0.0402262661715226;-0.172307809377659;0.0838674985997843;DUSP16;rna_b;DUSP16
C2H4orf3.rna_b;0.559341585763505;-0.263434359632561;-0.265263963989262;0.118492700603851;0.0745164656571812;C2H4orf3;rna_b;C2H4orf3
TAF5L.rna_b;0.0679119022559935;0.536428174603065;0.050025478327493;-0.0106004131698674;0.212016952034311;TAF5L;rna_b;TAF5L
MRPS34.rna_b;0.855984991479236;-0.394576779262339;-0.0524022229385549;0.00879606949083287;0.0656786164863779;MRPS34;rna_b;MRPS34
CACNA1A.rna_b;0.677894033767022;-0.112628157432523;-0.260675044838777;-0.139251978166958;0.353607232877547;CACNA1A;rna_b;CACNA1A
SPATA13.rna_b;-0.411705453209771;0.595294636401128;-0.0724653268858123;-0.190430481588789;0.0249284322002886;SPATA13;rna_b;SPATA13
TRIM11.rna_b;-0.0214017211064723;-0.220805090492939;0.0207129368760766;0.0251477148550974;0.212146368760823;TRIM11;rna_b;TRIM11
ABCB6.rna_b;0.686024103294485;-0.163936265124079;0.101570008156737;-0.158402243669411;-0.0514112024789567;ABCB6;rna_b;ABCB6
MAPK8IP3.rna_b;0.104751509541479;0.0495879244316002;-0.163083778907856;0.045557458927487;-0.0138208638386306;MAPK8IP3;rna_b;MAPK8IP3
MLIP.rna_b;-0.0442456847921224;-0.293950068346284;0.182901872479616;0.303412188026045;-0.222767803770288;MLIP;rna_b;MLIP
USP53.rna_b;-0.898828899655995;0.145418839298846;0.0110036542657432;0.0341613123210156;-0.117897984978268;USP53;rna_b;USP53
RORA.rna_b;-0.883517293904486;0.037749427832804;-0.0346310462508529;-0.128955640198371;-0.103148399687535;RORA;rna_b;RORA
STXBP4.rna_b;-0.821849894569205;0.179139837053038;0.117708340277801;-0.0272850261998398;-0.0808386740432866;STXBP4;rna_b;STXBP4
NDC1.rna_b;-0.306388613481094;-0.0826063575240248;-0.601743502652321;-0.172260829923669;0.0471235595603121;NDC1;rna_b;NDC1
POMC.rna_b;0.669617380380028;-0.409106026261997;0.125329232478986;0.0985727667390142;-0.242651221057397;POMC;rna_b;POMC
ACSS2.rna_b;-0.0133437404101828;-0.00187269011385518;0.455105382700231;0.282038936281448;0.315897268944053;ACSS2;rna_b;ACSS2
NDRG3.rna_b;0.438667061120943;0.256284189970558;-0.527495115579181;-0.0317302001309315;0.203265367481696;NDRG3;rna_b;NDRG3
RAD21.rna_b;-0.53344625182184;0.204058554685762;0.264102785503055;0.159659510740672;-0.269630589224201;RAD21;rna_b;RAD21
IL1R1.rna_b;-0.411577668839478;0.0983542737116739;-0.482809631867002;-0.301917325609958;0.107224846145738;IL1R1;rna_b;IL1R1
DDX1.rna_b;0.64983550886925;-0.0182059479377898;0.209683757977054;0.114975491953998;0.0422113094141288;DDX1;rna_b;DDX1
AQR.rna_b;-0.355158914697584;-0.0986016031977563;-0.489527160381963;-0.186344693269454;0.0883597581290448;AQR;rna_b;AQR
DAP3.rna_b;0.142025246768216;0.189359774396162;0.0869087469921096;-0.36800144661554;-0.12025734240285;DAP3;rna_b;DAP3
ZNF385C.rna_b;0.224601883896782;-0.228499250667828;-0.307643528506836;0.074993051059122;0.0144891145735432;ZNF385C;rna_b;ZNF385C
AP2S1.rna_b;0.827376982892227;-0.368424170407732;-0.15630706243634;0.0743048522653413;0.130965435931709;AP2S1;rna_b;AP2S1
REPIN1.rna_b;0.0144157263980503;-0.355296775969926;0.48193721528853;0.103044175727309;0.0947322512197151;REPIN1;rna_b;REPIN1
ARFGEF1.rna_b;-0.849810380896978;0.220052065190453;0.151635653754636;0.0347940135388604;-0.280953306684363;ARFGEF1;rna_b;ARFGEF1
MYO9A.rna_b;-0.913038750169916;0.269948860083283;0.0135620208749469;-0.00318353334021466;-0.0263939213306533;MYO9A;rna_b;MYO9A
LIG3.rna_b;-0.0969916642761398;-0.055414746541164;0.460683516163195;0.313584254852663;-0.0710966083532645;LIG3;rna_b;LIG3
TBC1D4.rna_b;-0.850778173866229;0.0544774672044654;0.0098617987692073;0.0055432958734939;-0.229501963917197;TBC1D4;rna_b;TBC1D4
ZNF12.rna_b;-0.785448709692347;0.0529550262468175;-0.288055711000086;-0.01257929045254;-0.255085574616167;ZNF12;rna_b;ZNF12
STXBP2.rna_b;0.343816853443379;0.297120163778984;-0.130824302082994;-0.292701679352304;-0.168463277169228;STXBP2;rna_b;STXBP2
TMED5.rna_b;-0.792761448392227;0.109418154864641;-0.0679972623602907;0.0401896019340239;-0.221746802280057;TMED5;rna_b;TMED5
MYNN.rna_b;-0.810417739912895;0.1114594053347;-0.165293043015658;0.0725096906499799;-0.00663527285235612;MYNN;rna_b;MYNN
DNAJC6.rna_b;-0.740698640142978;0.0875419210508717;0.349905370830752;0.266176583759476;-0.23028545628668;DNAJC6;rna_b;DNAJC6
MAGI1.rna_b;-0.357066484613403;0.292356149630313;0.149414751623763;0.327549885371795;-0.0780563323812323;MAGI1;rna_b;MAGI1
GRAMD1A.rna_b;0.201721949773516;-0.00468236092530737;-0.177183161312451;-0.0560870817561526;0.252685219568893;GRAMD1A;rna_b;GRAMD1A
GLG1.rna_b;-0.782762813952786;0.346416755334531;0.189794674663661;-0.00264223691574196;-0.0314435295194256;GLG1;rna_b;GLG1
ENSECAG00000016434.rna_b;0.335860849610913;-0.128238267704344;-0.215854213336351;0.094398955420881;0.409520621985128;ENSECAG00000016434;rna_b;ENSECAG00000016434
RIMOC1.rna_b;-0.723514285747237;0.305293604997965;-0.0686812892238519;0.0512381837126134;0.109897703491355;RIMOC1;rna_b;RIMOC1
PPM1F.rna_b;0.0451771578144011;0.38144473179683;0.49301544846565;0.209995455853322;-0.0402088326565625;PPM1F;rna_b;PPM1F
STAT3.rna_b;-0.321590248099683;0.325630278103621;-0.286800395603617;-0.157457536007758;0.211715768738644;STAT3;rna_b;STAT3
BOP1.rna_b;0.665330466163423;-0.13273358482023;-0.0891882194942107;0.0879936071682695;0.299472190143205;BOP1;rna_b;BOP1
DOHH.rna_b;0.639338740767346;-0.332250681643417;0.0672355221525044;-0.0276180158610182;0.25346046025907;DOHH;rna_b;DOHH
PLEKHG5.rna_b;0.0741050801935386;0.690419857747293;0.152866540615989;-0.162369830094308;-0.00793884500588456;PLEKHG5;rna_b;PLEKHG5
